96 training users -> 4 folds
  fold 0:  24 users,  213 sessions | e.g. ['11372316', '14312238', '2396581']
  fold 1:  24 users,  206 sessions | e.g. ['11944098', '1438774', '25847138']
  fold 2:  24 users,  213 sessions | e.g. ['12565339', '18200807', '25915650']
  fold 3:  24 users,  205 sessions | e.g. ['13321435', '20676876', '26940776']
[split] fold 0: train on 72 users (624 sessions); HELD OUT 24 users (213 sessions)
[split] official test users: 16 sessions (never trained on in either mode)
[data] 172708 training windows of 4.0s
[data] monitor sets: 512 test windows, 512 fold-heldout windows
/data2/chenyuxiang/conda_envs/qwerty/lib/python3.10/site-packages/torch/nn/modules/transformer.py:306: UserWarning: enable_nested_tensor is True, but self.use_nested_tensor is False because encoder_layer.norm_first was True
  warnings.warn(f"enable_nested_tensor is True, but self.use_nested_tensor is False because {why_not_sparsity_fast_path}")
[init] continued from /data2/chenyuxiang/runs/tf_fold0/last.pt (step 40000, fold 0); optimizer starts fresh
[model] featurizer [11, 3, 3]/[5, 2, 2] -> 100 Hz frames (400 per window)
[model] tiny: 2.12M total  (featurizer 0.08M  encoder 1.98M  decoder 0.01M)
/data2/chenyuxiang/conda_envs/qwerty/lib/python3.10/site-packages/torch/nn/modules/conv.py:306: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return F.conv1d(input, weight, bias, self.stride,
step 200/103000 | loss 1.5577 | lr 6.80e-05 | 465 win/s
[val] step 64000: 8-test-user CER 46.24 | fold-heldout-user CER 54.17  (their Tiny reference: 35.9)
[val] new best 46.24 -> best.pt
step 64200/103000 | loss 1.4377 | lr 2.26e-04 | 641 win/s
step 64400/103000 | loss 1.4576 | lr 2.24e-04 | 641 win/s
step 64600/103000 | loss 1.4533 | lr 2.22e-04 | 642 win/s
step 64800/103000 | loss 1.4638 | lr 2.20e-04 | 642 win/s
step 65000/103000 | loss 1.4569 | lr 2.18e-04 | 642 win/s
step 65200/103000 | loss 1.4523 | lr 2.16e-04 | 642 win/s
step 65400/103000 | loss 1.4543 | lr 2.14e-04 | 642 win/s
step 65600/103000 | loss 1.4396 | lr 2.12e-04 | 642 win/s
step 65800/103000 | loss 1.4451 | lr 2.10e-04 | 643 win/s
step 66000/103000 | loss 1.4476 | lr 2.08e-04 | 643 win/s
step 66200/103000 | loss 1.4348 | lr 2.06e-04 | 643 win/s
step 66400/103000 | loss 1.4365 | lr 2.04e-04 | 643 win/s
step 66600/103000 | loss 1.4396 | lr 2.02e-04 | 643 win/s
step 66800/103000 | loss 1.4443 | lr 2.00e-04 | 643 win/s
step 67000/103000 | loss 1.4365 | lr 1.98e-04 | 643 win/s
step 67200/103000 | loss 1.4244 | lr 1.96e-04 | 644 win/s
step 67400/103000 | loss 1.4311 | lr 1.94e-04 | 644 win/s
step 67600/103000 | loss 1.4265 | lr 1.92e-04 | 644 win/s
step 67800/103000 | loss 1.4320 | lr 1.90e-04 | 644 win/s
step 68000/103000 | loss 1.4238 | lr 1.88e-04 | 644 win/s
[val] step 68000: 8-test-user CER 45.55 | fold-heldout-user CER 53.83  (their Tiny reference: 35.9)
[val] new best 45.55 -> best.pt
step 68200/103000 | loss 1.4280 | lr 1.86e-04 | 644 win/s
step 68400/103000 | loss 1.4296 | lr 1.84e-04 | 644 win/s
step 68600/103000 | loss 1.4157 | lr 1.82e-04 | 644 win/s
step 68800/103000 | loss 1.4058 | lr 1.80e-04 | 645 win/s
step 69000/103000 | loss 1.4059 | lr 1.78e-04 | 645 win/s
step 69200/103000 | loss 1.4151 | lr 1.76e-04 | 645 win/s
step 69400/103000 | loss 1.4227 | lr 1.75e-04 | 645 win/s
step 69600/103000 | loss 1.4237 | lr 1.73e-04 | 645 win/s
step 69800/103000 | loss 1.4238 | lr 1.71e-04 | 645 win/s
step 70000/103000 | loss 1.4138 | lr 1.69e-04 | 645 win/s
step 70200/103000 | loss 1.4088 | lr 1.67e-04 | 645 win/s
step 70400/103000 | loss 1.3965 | lr 1.65e-04 | 645 win/s
step 70600/103000 | loss 1.4075 | lr 1.63e-04 | 645 win/s
step 70800/103000 | loss 1.4030 | lr 1.62e-04 | 645 win/s
step 71000/103000 | loss 1.3996 | lr 1.60e-04 | 646 win/s
step 71200/103000 | loss 1.3989 | lr 1.58e-04 | 646 win/s
step 71400/103000 | loss 1.3976 | lr 1.56e-04 | 646 win/s
step 71600/103000 | loss 1.3974 | lr 1.54e-04 | 646 win/s
step 71800/103000 | loss 1.3962 | lr 1.52e-04 | 646 win/s
step 72000/103000 | loss 1.4040 | lr 1.51e-04 | 646 win/s
[val] step 72000: 8-test-user CER 45.94 | fold-heldout-user CER 54.88  (their Tiny reference: 35.9)
step 72200/103000 | loss 1.3974 | lr 1.49e-04 | 646 win/s
step 72400/103000 | loss 1.3928 | lr 1.47e-04 | 647 win/s
step 72600/103000 | loss 1.3869 | lr 1.45e-04 | 647 win/s
step 72800/103000 | loss 1.3844 | lr 1.44e-04 | 647 win/s
step 73000/103000 | loss 1.3824 | lr 1.42e-04 | 647 win/s
step 73200/103000 | loss 1.3796 | lr 1.40e-04 | 647 win/s
step 73400/103000 | loss 1.3821 | lr 1.38e-04 | 647 win/s
step 73600/103000 | loss 1.3757 | lr 1.37e-04 | 647 win/s
step 73800/103000 | loss 1.3834 | lr 1.35e-04 | 648 win/s
step 74000/103000 | loss 1.3727 | lr 1.33e-04 | 648 win/s
step 74200/103000 | loss 1.3708 | lr 1.31e-04 | 648 win/s
step 74400/103000 | loss 1.3695 | lr 1.30e-04 | 648 win/s
step 74600/103000 | loss 1.3650 | lr 1.28e-04 | 648 win/s
step 74800/103000 | loss 1.3588 | lr 1.26e-04 | 648 win/s
step 75000/103000 | loss 1.3665 | lr 1.25e-04 | 648 win/s
step 75200/103000 | loss 1.3628 | lr 1.23e-04 | 648 win/s
step 75400/103000 | loss 1.3602 | lr 1.21e-04 | 648 win/s
step 75600/103000 | loss 1.3572 | lr 1.20e-04 | 649 win/s
step 75800/103000 | loss 1.3511 | lr 1.18e-04 | 649 win/s
step 76000/103000 | loss 1.3562 | lr 1.16e-04 | 649 win/s
[val] step 76000: 8-test-user CER 44.28 | fold-heldout-user CER 54.34  (their Tiny reference: 35.9)
[val] new best 44.28 -> best.pt
step 76200/103000 | loss 1.3587 | lr 1.15e-04 | 649 win/s
step 76400/103000 | loss 1.3589 | lr 1.13e-04 | 649 win/s
step 76600/103000 | loss 1.3542 | lr 1.12e-04 | 649 win/s
step 76800/103000 | loss 1.3547 | lr 1.10e-04 | 649 win/s
step 77000/103000 | loss 1.3525 | lr 1.08e-04 | 649 win/s
step 77200/103000 | loss 1.3433 | lr 1.07e-04 | 650 win/s
step 77400/103000 | loss 1.3524 | lr 1.05e-04 | 650 win/s
step 77600/103000 | loss 1.3466 | lr 1.04e-04 | 650 win/s
step 77800/103000 | loss 1.3435 | lr 1.02e-04 | 650 win/s
step 78000/103000 | loss 1.3391 | lr 1.01e-04 | 650 win/s
step 78200/103000 | loss 1.3406 | lr 9.92e-05 | 650 win/s
step 78400/103000 | loss 1.3333 | lr 9.77e-05 | 650 win/s
step 78600/103000 | loss 1.3449 | lr 9.62e-05 | 650 win/s
step 78800/103000 | loss 1.3443 | lr 9.47e-05 | 650 win/s
step 79000/103000 | loss 1.3258 | lr 9.32e-05 | 651 win/s
step 79200/103000 | loss 1.3240 | lr 9.17e-05 | 651 win/s
step 79400/103000 | loss 1.3337 | lr 9.02e-05 | 651 win/s
step 79600/103000 | loss 1.3316 | lr 8.88e-05 | 651 win/s
step 79800/103000 | loss 1.3245 | lr 8.73e-05 | 651 win/s
step 80000/103000 | loss 1.3217 | lr 8.59e-05 | 651 win/s
[val] step 80000: 8-test-user CER 45.76 | fold-heldout-user CER 54.37  (their Tiny reference: 35.9)
step 80200/103000 | loss 1.3232 | lr 8.45e-05 | 651 win/s
